card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
jason_ricci_081-Authority-of-Christ-UR+,nats2024_57th_jason_ricci.txt,57,jason_ricci,1,"['Clay', 'Purple']",2,Authority of Christ (GoC UR+),True,081-Authority-of-Christ-UR+,Gospel of Christ,GE,,,Star,,"STAR: Set aside a Hero from hand for 2 turns. On return, draw 3. GE: Discard all Evil Characters that you do not control. Cannot be negated if used by a meek disciple.",Ultra Rare,Matthew 8:26,Good,Rotation
card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
ari_growth_Lost_Soul_Ecclesiastes_10_3_(Anti_Miller)_(tin),nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,"Lost Soul ""Fool"" [Ecclesiastes 10:3 - RoA]",False,Lost_Soul_Ecclesiastes_10_3_(Anti_Miller)_(tin),Rock of Ages,Lost Soul,,,,"[""Fool""]","When this Lost Soul is rescued, if you played an evil Enhancement during that battle, discard all rescuing Heroes.",Fixed,Ecclesiastes 10:3,Neutral,Rotation
ari_growth_K6-Lost-Soul-Dread-Exodus-15_16,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,"Lost Soul ""Dread"" [Exodus 15:16 - K]",False,K6-Lost-Soul-Dread-Exodus-15_16,K Starter,Lost Soul,,,,"[""Dread""]","If put in play, you may exchange a card from hand with an evil Egyptian from deck.",Starter,Exodus 15:16,Neutral,Rotation
ari_growth_035-Lost-Soul-Salty-R,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,"Lost Soul ""Salty"" [Matthew 5:13]",False,035-Lost-Soul-Salty-R,Gospel of Christ,Lost Soul,,,,"[""Salty""]","While no Evil Character is in battle, prevent Enhancements.",Rare,Matthew 5:13,Neutral,Rotation
ari_growth_LR33-Lost-Soul-deck-discard,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,"Lost Soul ""Deck Discard"" [Hosea 13:2 - LR]",False,LR33-Lost-Soul-deck-discard,Prophecies of Christ,Lost Soul,,,,"[""Deck Discard""]","IF this Lost Soul is put in a Site, discard the top card of each opponent's deck.",Legacy Rare,Hosea 13:2,Neutral,Rotation
ari_growth_024-Lost-Soul-One-for-One,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,"Lost Soul ""One for One"" [Genesis 47:17]",False,024-Lost-Soul-One-for-One,Israel's Rebellion,Lost Soul,,,,"[""One for One""]","If put in play, you may shuffle a son of Jacob from hand or territory to take an animal or Genesis human from deck.",Common,Genesis 47:17,Neutral,Rotation
ari_growth_020-Lost-Soul-Punisher.jpg,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,"Lost Soul ""Punisher"" [Jeremiah 17:9 - RR]",False,020-Lost-Soul-Punisher.jpg,Roots,Lost Soul,,,,"[""Punisher""]",Negate Heroes of all opponents who have more than 3 good brigades in play.,,Jeremiah 17:9,Neutral,Rotation
ari_growth_L8-Lost-Soul-ISamuel-30_3,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,"Lost Soul ""Behold"" [I Samuel 30:3 - L]",False,L8-Lost-Soul-ISamuel-30_3,L Starter,Lost Soul,,,,"[""Behold""]","If put in play, you may look at opponent’s hand or Reserve.",Starter,I Samuel 30:3,Neutral,Rotation
ari_growth_K1-Son-of-God,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,Son of God [K],False,K1-Son-of-God,K Starter,Dominant,,,,,Negate and rescue a Lost Soul.,Starter,Daniel 7:13,Good,Rotation
ari_growth_026-A-New-Beginning-R,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,A New Beginning (FoM),False,026-A-New-Beginning-R,Fall of Man,Dominant,,,,Unity Heroes (Flood Survivors),"Negate protect abilities. If it is your turn banish this card: Shuffle all cards in play, set-aside, and hands. Each player must draw 8. Begin a new turn.",Rare,Genesis 8:17,Good,Rotation
ari_growth_003-The-gods-of-Egypt-R,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,the gods of Egypt [IR],False,003-The-gods-of-Egypt-R,Israel's Rebellion,Dominant,,,,[X = # of your evil Egyptians],You may discard the top X (limit 5) cards of a deck. Regardless of protect abilities.,Rare,Exodus 12:12,Evil,Rotation
ari_growth_Vain_Philosophy_(J),nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,Vain Philosophy (J),False,Vain_Philosophy_(J),J,Dominant,,,,,Look at an opponent's hand and underdeck a good card from that hand.,Deck,Colossians 2:8,Evil,Rotation
ari_growth_K3-Murderous-Command,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,Murderous Command [K],False,K3-Murderous-Command,K Starter,Dominant,,,,,You may take an evil Egyptian from deck or Reserve. Discard a Hero in a territory to add an evil Egyptian to battle.,Starter,Exodus 1:22,Evil,Rotation
ari_growth_003-Chariot-of-Fire.jpg,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,Chariot of Fire (Roots),False,003-Chariot-of-Fire.jpg,Roots,Artifact,,,,,Shuffle all Heroes from discard pile.,,II Kings 2:11,Neutral,Rotation
ari_growth_L4-Altar-of-Burnt-Offering,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,Altar of Burnt Offering [L],False,L4-Altar-of-Burnt-Offering,L Starter,Artifact,,,,"Herod's Temple, Tabernacle, Zerubbabel's Temple, Solomon's Temple","If an opponent uses a good or evil draw ability, you may draw 1.",Starter,Exodus 27:1,Neutral,Rotation
ari_growth_K4-Davids-Harp,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,David's Harp [K],False,K4-Davids-Harp,K Starter,Artifact,,,,Involves Music,"If an opponent uses a good or evil draw ability, you may draw 1.",Starter,I Samuel 16:23,Neutral,Rotation
ari_growth_019-Mount-Sinai-R,nats2024_58th_ari_growth.txt,58,ari_growth,1,[],0,Mount Sinai,False,019-Mount-Sinai-R,Israel's Rebellion,Fortress,,,,,"Each upkeep, you may look at the top 3 (or 5 if Moses is in play) cards of a deck: Reserve an evil card or take up to 1 good card you own.",Rare,Exodus 19:11,Good,Rotation
ari_growth_Abraham_(CoW),nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,Abraham (CoW),False,Abraham_(CoW),Cloud of Witnesses,Hero,12,12,"Warrior, Cloud","Patriarch, Prophet",Negate opponent's neutral cards. Search deck for a Genesis 12-24 Hero. May band to a Genesis 12-24 Hero. Cannot be negated.,Rare,Genesis 17:5,Good,Rotation
ari_growth_036-Levi-the-Fierce,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,"Levi, the Fierce",False,036-Levi-the-Fierce,Israel's Rebellion,Hero,10,12,,"Patriarch, Son of Jacob","Opponent may underdeck an evil card from hand. If they do not, you may discard an evil card from a Reserve. You may draw 1.",Common,Genesis 49:5,Good,Rotation
ari_growth_Isaac_(CoW),nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,Isaac (CoW),False,Isaac_(CoW),Cloud of Witnesses,Hero,5,6,Cloud,"Patriarch, Prophet","If an angel is in play, you may topdeck an evil card or protect Isaac from capture and discard abilities. May band to Rebekah.",Common,Genesis 21:2-3,Good,Rotation
ari_growth_LoC_083-Judah,nats2024_58th_ari_growth.txt,58,ari_growth,1,"['Blue', 'Blue', 'Red']",3,"Judah, the Leader / Judah, the Substitute (LoC)",False,LoC_083-Judah,Lineage of Christ,Hero,4(12),4(11),Star,"Patriarch, Son of Jacob",STAR: Resurrect a meek blue Hero. TOP: Negate an evil or neutral card in play or set aside area. May band to a patriarch. Cannot be interrupted. BOTTOM: Meek,Common,Genesis 29:35,Good,Rotation
ari_growth_034-Reuben-the-Preeminent-R,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,"Reuben, the Preeminent",False,034-Reuben-the-Preeminent-R,Israel's Rebellion,Hero,12,9,,"Patriarch, Son of Jacob","You may take a good Genesis card from Reserve. If alone, you may choose an evil O.T. human to block.",Rare,Genesis 49:3,Good,Rotation
ari_growth_LoC_092-Rebekah,nats2024_58th_ari_growth.txt,58,ari_growth,1,"['Blue', 'Blue', 'Red']",3,"Rebekah, the Bride / Rebekah, the Barren (LoC)",False,LoC_092-Rebekah,Lineage of Christ,Hero,2(6),3(5),Star,Syrian,STAR: Topdeck Esau and Jacob from deck. TOP: You may convert your patriarch to meek to draw 2. You may exchange this card with Jacob from hand or territory. BOTTOM: Meek,Common,Genesis 25:21,Good,Rotation
ari_growth_043-Joseph-the-Blessed,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,"Joseph, the Blessed",False,043-Joseph-the-Blessed,Israel's Rebellion,Hero,2,6,,"Patriarch, Son of Jacob","Opponent may underdeck an evil card from hand. If they do not, your good Genesis Enhancements cannot be negated. May band to a son of Jacob.",Common,Genesis 49:26,Good,Rotation
ari_growth_037-Dan-Justice-of-Peace,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,"Dan, Justice of Peace",False,037-Dan-Justice-of-Peace,Israel's Rebellion,Hero,8,3,,"Patriarch, Son of Jacob","Opponent may underdeck an evil card from hand. If they do not, protect sons of Jacob from the next evil Enhancement played in battle.",Common,Genesis 49:16,Good,Rotation
ari_growth_043-Manasseh.jpg,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,"Manasseh, the Calming (Roots)",False,043-Manasseh.jpg,Roots,Hero,1,2,,"Patriarch, Son of Jacob","Opponent may underdeck an evil card from hand. If they do not, negate Evil Characters.",,Genesis 48:5,Good,Rotation
ari_growth_Malakh-the-Nameless-State,nats2024_58th_ari_growth.txt,58,ari_growth,1,"['Blue', 'Silver']",2,Malakh the Nameless [2023 - State],False,Malakh-the-Nameless-State,Promo,Hero,3,6,,Angel,You may take an O.T. Hero from deck or Reserve. Protect Heroes in battle from evil cards.,State,Genesis 32:26,Good,Rotation
ari_growth_051-Forgiveness-of-Joseph,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,Forgiveness of Joseph [IR],False,051-Forgiveness-of-Joseph,Israel's Rebellion,GE,1,4,,,Negate an evil card. Opponent must underdeck an evil card from hand. Cannot be negated.,Common,Genesis 45:1,Good,Rotation
ari_growth_Faith_of_Noah_(CoW),nats2024_58th_ari_growth.txt,58,ari_growth,1,"['Blue', 'Clay']",2,Faith of Noah,False,Faith_of_Noah_(CoW),Cloud of Witnesses,GE,0,7,"Territory, Cloud",,"You may search deck for a Genesis Artifact or good Genesis Fortress. If an Evil Character is in battle, decrease all Evil Characters by 12/12.",Rare,Hebrews 11:7,Good,Rotation
ari_growth_LR38-Answer-to-Prayer,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,Answer to Prayer (LoC),False,LR38-Answer-to-Prayer,Lineage of Christ,GE,4,3,,,Take a good Genesis card from deck (or add it to battle). Cannot be negated if used by a Genesis Hero.,Legacy Rare,Genesis 24:15,Good,Rotation
ari_growth_047-Job-Overcomes.jpg,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,Job Overcomes (Roots),False,047-Job-Overcomes.jpg,Roots,GE,2,3,,[X = # of opponent’s evil brigades],"You may discard up to X evil cards. If used by Job, you may draw X (limit 3).",,Job 42:10,Good,Rotation
ari_growth_LoC_137-Feast-of-Atonement,nats2024_58th_ari_growth.txt,58,ari_growth,1,"['Blue', 'Good Gold', 'Teal']",3,Feast of Atonement (LoC),False,LoC_137-Feast-of-Atonement,Lineage of Christ,GE,4,2,Territory,Feast,"Negate an evil or neutral card. If played in battle, you may banish an evil card from a discard pile to resurrect a meek Hero. Hero may band to that Hero.",Common,Ezra 3:5,Good,Rotation
ari_growth_LR19-Jospeh-Before-Pharaoh,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,Joseph Before Pharaoh (PoC),False,LR19-Jospeh-Before-Pharaoh,Prophecies of Christ,GE,1,1,,,"If used by a son of Jacob, negate  and underdeck opponent's evil or neutral card. If it is human, negate and capture it to opponent's Land of Bondage.",Legacy Rare,Genesis 41:14,Good,Rotation
ari_growth_045-Journey-to-Egypt.jpg,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Blue'],1,Journey to Egypt (Roots),False,045-Journey-to-Egypt.jpg,Roots,GE,6,1,,,Interrupt the battle. Hero may band to up to 3 Genesis Heroes. Cannot be negated if used by Jacob.,,Genesis 46:1,Good,Rotation
ari_growth_LR32-Gomer,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Brown'],1,Gomer (PoC),False,LR32-Gomer,Prophecies of Christ,Evil Character,3,3,,,May band to an evil male. Cannot be negated unless Hosea is in play.,Legacy Rare,Hosea 2:8,Evil,Rotation
ari_growth_K40-Egyptian-Soothsayers,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Egyptian Soothsayers [K],False,K40-Egyptian-Soothsayers,K Starter,Evil Character,4,3,,"Generic, Egyptian, Magician",You may underdeck an evil Exodus Enhancement from discard pile.,Starter,Exodus 7:11,Evil,Rotation
ari_growth_K39-Egyptian-Archer,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Egyptian Archer [K],False,K39-Egyptian-Archer,K Starter,Evil Character,3,5,Warrior,"Generic, Egyptian",You may underdeck a Hero in a territory. Hero’s owner may underdeck a good card from hand instead.,Starter,Exodus 14:4,Evil,Rotation
ari_growth_114-Captain-Potiphar,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Captain Potiphar,False,114-Captain-Potiphar,Israel's Rebellion,Evil Character,11,9,Warrior,Egyptian,"You may draw 1. May band to an Egyptian warrior, or you may discard a good Enhancement from a deck.",Common,Genesis 39:1,Evil,Rotation
ari_growth_118-Grain-Tenders,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Grain Tenders [IR],False,118-Grain-Tenders,Israel's Rebellion,Evil Character,3,7,,"Generic, Egyptian",Protect evil cards in territory from opponent. You may take an O.T. pale green Enhancement from Reserve (or discard pile if O.T. Joseph is in play).,Common,Genesis 42:25,Evil,Rotation
ari_growth_215-Huge-Egyptian.jpg,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Huge Egyptian (Roots),False,215-Huge-Egyptian.jpg,Roots,Evil Character,9,9,Warrior,"Egyptian, Generic",You may discard a Hero from a deck. You may take an evil O.T. weapon from discard pile.,,II Samuel 23:21,Evil,Rotation
ari_growth_116-The-Dreaming-Pharaoh-R,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,The Dreaming Pharaoh [IR],False,116-The-Dreaming-Pharaoh-R,Israel's Rebellion,Evil Character,8,10,Warrior,Egyptian King,You may play a Genesis Fortress from deck or Reserve. Protect this card from O.T. Heroes. Cannot be prevented.,Rare,Genesis 41:1,Evil,Rotation
ari_growth_K35-1P-Pharaoh-Ramses-II,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Pharaoh Ramses II (1st Print - K),False,K35-1P-Pharaoh-Ramses-II,K Starter (1st Print),Evil Character,12,12,Warrior,Egyptian King,Protect this character from lone Heroes. You may look at a hand.,Starter,Exodus 6:13,Evil,Rotation
ari_growth_K41-Pharaohs-Army,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Pharaoh's Army [K],False,K41-Pharaohs-Army,K Starter,Evil Character,9,7,Warrior,"Generic, Egyptian","May band to an Egyptian, or you may draw 1.",Starter,Exodus 14:4,Evil,Rotation
ari_growth_220-Joseph-in-Prison.jpg,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Joseph in Prison (Roots),False,220-Joseph-in-Prison.jpg,Roots,EE,4,2,,Joseph in Title/Scripture,Interrupt the battle. Banish all cards in battle.,,Genesis 39:20,Evil,Rotation
ari_growth_129-Cupbearers-Complaints,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Cupbearer's Complaints,False,129-Cupbearers-Complaints,Israel's Rebellion,EE,0,0,Territory,,"Place in territory: Each upkeep, you may discard the top card of a deck. You may discard this card to add your evil Egyptian to battle.",Common,Genesis 41:9,Evil,Rotation
ari_growth_128-Pharaohs-Dream-R,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Pharaoh's Dream,False,128-Pharaohs-Dream-R,Israel's Rebellion,EE,0,3,,,"You may discard your evil Egyptian to protect Lost Souls from rescue. If you do not, you may discard the top 3 cards of a deck.",Rare,Genesis 41:1,Evil,Rotation
ari_growth_123-Famine-in-Egypt,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Famine of Egypt,False,123-Famine-in-Egypt,Israel's Rebellion,EE,5,0,,,Interrupt the battle. Protect your evil Egyptians from opponent.,Common,Genesis 41:55,Evil,Rotation
ari_growth_K50-Ruthless,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Ruthless [K],False,K50-Ruthless,K Starter,EE,1,5,,,Negate a good Enhancement. Discard all good Enhancements in battle.,Starter,Exodus 1:14,Evil,Rotation
ari_growth_K52-Pharaohs-Curse,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Pharaoh's Curse,False,K52-Pharaohs-Curse,K Starter,Curse,6,0,,,EE: Negate and discard a good card. / A: Underdeck this card to underdeck a good card in a territory.,Starter,Exodus 10:28,Evil,Rotation
ari_growth_K45-Moses-Kills-Egyptian,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Moses kills Egyptian [K],False,K45-Moses-Kills-Egyptian,K Starter,EE,6,0,,,Negate a good Enhancement or bounce a Hero.,Starter,Exodus 2:12,Evil,Rotation
ari_growth_K56-Egyptian-Chariots,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Egyptian Chariots [K],False,K56-Egyptian-Chariots,K Starter,EE,2,4,Weapon,,Negate a good Enhancement. You may draw 2.,Starter,Exodus 14:9,Evil,Rotation
ari_growth_103-Death-of-Unrighteous,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Death of Unrighteous (FoM),False,103-Death-of-Unrighteous,Fall of Man,EE,,,,,Shuffle all Lost Souls and Sites in Land of Bondage. Discard all Evil Characters in battle.,Legacy Rare,Genesis 7:23,Evil,Rotation
ari_growth_K46-Thrown-into-the-Nile,nats2024_58th_ari_growth.txt,58,ari_growth,1,['Pale Green'],1,Thrown into the Nile [K],False,K46-Thrown-into-the-Nile,K Starter,EE,1,1,,,Discard all Heroes in battle.,Starter,Exodus 1:22,Evil,Rotation
card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
luke_marshall_LoC_002-Ride-Awesome-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,Ride on Victoriously / Awesome Things (LoC),False,LoC_002-Ride-Awesome-R,Lineage of Christ,Dominant,,,,Involves music,"RoV: If an Evil Character is blocking, add a meek Hero to battle. Limit once per game. AT: Play an Enhancement on your meek Hero in battle. Limit once per game.",Rare,Psalm 45:4,Good,Rotation
luke_marshall_003-The-Resurrection-UR,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,The Resurrection (GoC),False,003-The-Resurrection-UR,Gospel of Christ,Dominant,,,,Gospel,You may play a good Gospel Fortress and an empty tomb Hero from deck or discard pile. Your N.T. Hero may band to up to 3 N.T. human Heroes.,Ultra Rare,Matthew 28:5-6,Good,Rotation
luke_marshall_Promo_Son-of-God-Christmas,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,"Son of God ""Manger"" (Promo)",False,Promo_Son-of-God-Christmas,Promo,Dominant,,,,,Negate and rescue a Lost Soul.,Seasonal,Luke 2:7,Good,Rotation
luke_marshall_FR-The-Second-Coming,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,The Second Coming [Fundraiser],False,FR-The-Second-Coming,Fundraiser,Dominant,,,,[May not be included in a deck with the New Jerusalem Dominant],Search deck or discard pile for a good Dominant.,Promo,Hebrews 9:28,Good,Rotation
luke_marshall_FR-Three-Woes,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,Three Woes [Fundraiser],False,FR-Three-Woes,Fundraiser,Dominant,,,,[When put in play choose to be good or evil],"Place in territory: Negate a card of a different alignment than this card for one round. Each upkeep, you may negate a card of a different alignment than this card for one round.",Promo,Revelation 9:12,Neutral,Rotation
luke_marshall_22-Lost-Soul-Humble-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,"Lost Soul ""Humble"" [James 4:6 / Proverbs 3:34 - RoJ]",False,22-Lost-Soul-Humble-R,Revelation of John,Lost Soul,,,,"[""Humble""]","During battle, while opponent has more cards in hand than you, your cards cannot be prevented by opponents' cards.",Rare,James 4:6 (Proverbs 3:34),Neutral,Rotation
luke_marshall_017-Lost-Soul-Hopper.jpg,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,"Lost Soul ""Hopper"" [II Chronicles 28:13 - RR]",False,017-Lost-Soul-Hopper.jpg,Roots,Lost Soul,,,,"[""Hopper""] Does not count as a Lost Soul for deck building rules","If drawn, give this card to an opponent’s territory.",,II Chronicles 28:13,Neutral,Rotation
luke_marshall_019-Lost-Soul-Lost-Souls.jpg,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,"Lost Soul ""Lost Souls"" [Proverbs 2:16-17]",False,019-Lost-Soul-Lost-Souls.jpg,Roots,Lost Soul,,,,"[""Lost Souls""]","If an O.T. Lost Soul (except a token) is put in play, you may create a Lost Soul token in a Land of Bondage.",,Proverbs 2:16-17,Neutral,Rotation
luke_marshall_036-Book-of-the-Covenant-UR,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,Book of the Covenant (PoC),False,036-Book-of-the-Covenant-UR,Prophecies of Christ,Artifact,,,,"Tabernacle, Temple, Holds up to 2 Covenants","You may take a Covenant from Reserve (or deck if you control a Tabernacle priest). Protect contents from evil cards. Contents cannot be negated. Each upkeep, if a Covenant is here, you may draw 1.",Ultra Rare,Exodus 24:7,Neutral,Rotation
luke_marshall_011-Four-Drachma-Coin,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,Four-Drachma Coin (GoC),False,011-Four-Drachma-Coin,Gospel of Christ,Artifact,,,,[May be activated on Peter] Gospel,"Protect hand, deck and Reserve from opponents. While Peter is in play, you may discard this card to draw 4.",Common,Matthew 17:27,Neutral,Rotation
luke_marshall_The-New-Covenant-IJ,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Purple'],1,The New Covenant (I/J+),False,The-New-Covenant-IJ,I/J+,Covenant,4,3,,,GE: Hero may band to any number of N.T. Heroes. ART: You may take a good Gospel Enhancement from deck or Reserve.,,Mark 14:24,Good,Rotation
luke_marshall_20-Patmos,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Green', 'Purple', 'Silver']",3,Patmos (RoJ),False,20-Patmos,Revelation of John,Site,,,,,"If you play this Site, you may search deck or discard pile for a Disciple or a Revelation angel.",Common,Revelation 1:9,Neutral,Rotation
luke_marshall_025-Bethlehem-Stable-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,Bethlehem Stable (GoC),False,025-Bethlehem-Stable-R,Gospel of Christ,Fortress,,,,"[Holds The Manger] Gospel, Nativity","Protect hand, deck and Reserve from opponents. If your nativity Hero is harmed or defeated by an opponent, you may reserve it instead. Each upkeep, you may take a good nativity card from Reserve.",Rare,Luke 2:7,Good,Rotation
luke_marshall_031-Herods-Temple-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,Herod's Temple (GoC),False,031-Herods-Temple-R,Gospel of Christ,Fortress,,,,Holds a Herod’s Temple Artifact,"Protect Gospel humans in territory from harm. During battle, you may reserve the top card of deck to toss all Enhancements played while your N.T. human is alone that battle.",Rare,Mark 13:1,Good,Rotation
luke_marshall_Reassuring_Angel_(EC),nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Silver'],1,Reassuring Angel (EC),False,Reassuring_Angel_(EC),Early Church,Hero,9,7,,,"You may exchange this Hero for a Disciple in hand, deck, or discard pile. That disciple gains clay brigade.",Rare,Acts 1:9-10,Good,Rotation
luke_marshall_The_Angel_of_the_Winds_(CoW),nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Silver'],1,The Angel of the Winds,False,The_Angel_of_the_Winds_(CoW),Cloud of Witnesses,Hero,3,2,,,"You may exchange this Hero with a human Hero in deck. If that Hero is a cloud Hero, negate Evil Characters.",Rare,Hebrews 1:7,Good,Rotation
luke_marshall_77-Angel-from-the-Sun,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Silver'],1,Angel from the Sun (RoJ),False,77-Angel-from-the-Sun,Revelation of John,Hero,3,3,,,"You may exchange this Hero with a martyr from hand, deck, territory or Reserve. If it is a Revelation martyr, you may draw 2.",Common,Revelation 7:3,Good,Rotation
luke_marshall_106-Peter-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Purple', 'Clay', 'Green']",3,"Simon Peter / Peter, the Rock (GoC)",False,106-Peter-R,Gospel of Christ,Hero,12 (10),10 (12),Star,"Disciple, Empty Tomb, Gospel, Jerusalem, Martyr, Missionary, Prophet",STAR: Play a meek disciple from deck. / H: You may convert this card to meek to play a good N.T. Fortress from deck. May band to a disciple. Cannot be negated.,Rare,John 1:42,Good,Rotation
luke_marshall_109-John-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Purple', 'Clay', 'Green']",3,"John, the Fisherman / John, Son of Thunder (GoC)",False,109-John-R,Gospel of Christ,Hero,9 (11),11 (9),Star,"Disciple, Empty Tomb, Gospel, Jerusalem, Missionary, Prophet",STAR: Topdeck a good Dominant from deck. / H: You may reveal a good Dominant from hand to toss the next evil Enhancement played this battle. You may draw 2.,Rare,Matthew 4:21,Good,Rotation
luke_marshall_112-Matthew,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Purple', 'Clay']",2,Matthew the Publican / Matthew (Levi) (GoC),False,112-Matthew,Gospel of Christ,Hero,6(4),4(6),,"Disciple, Jerusalem, Martyr, Missionary, X = # of brigades revealed","TOP: You may convert this card to meek or reveal a good Dominant from hand. If you do, you may reveal opponent’s hand: Draw X. Cannot be interrupted. BOTTOM: Meek",Common,Luke 5:27,Good,Rotation
luke_marshall_142-Joanna,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['White', 'Clay']",2,"Joanna, the Generous / Joanna, Wife of Chuza (GoC)",False,142-Joanna,Gospel of Christ,Hero,8 (5),5 (8),,"Empty Tomb, Gospel, Jerusalem","If blocked from hand, toss the next evil Enhancement played in battle. You may convert this card to meek to draw 2 (or take a good N.T. card from Reserve).",Common,Luke 24:10,Good,Rotation
luke_marshall_144-Lazarus,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['White', 'Clay']",2,"Lazarus, the Called / Lazarus of Bethany (GoC)",False,144-Lazarus,Gospel of Christ,Hero,6 (5),5 (6),Star,"[X = # of Bethany Heroes in battle], Bethany, Gospel, Jerusalem",STAR: Resurrect a Gospel human Hero. H: You may convert a Bethany Hero to meek to negate evil cards. You may draw X. May band to Mary of Bethany.,Common,John 11:43,Good,Rotation
luke_marshall_081-Authority-of-Christ-UR+,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Clay', 'Purple']",2,Authority of Christ (GoC UR+),False,081-Authority-of-Christ-UR+,Gospel of Christ,GE,,,Star,,"STAR: Set aside a Hero from hand for 2 turns. On return, draw 3. GE: Discard all Evil Characters that you do not control. Cannot be negated if used by a meek disciple.",Ultra Rare,Matthew 8:26,Good,Rotation
